id,name,sourceFactionId,faction,playable,encounterTags,stats,scaling,balanceNotes,loreGuardrails
"MG-CREATURE-001","Hollow Wretch","","","False","[""hollow"", ""general""]","{""levelBand"": [1, 25], ""hp"": 45, ""damage"": 8, ""range"": 1, ""armor"": 2, ""resistance"": 2, ""movement"": 4, ""initiative"": 40, ""accuracy"": 72, ""evasion"": 8, ""guardBreak"": 10, ""threatWeight"": 1.0, ""xpValue"": 10}","{""campaign"": ""Fixed mission bands; old wins should become easier as Divine Level and gear rise."", ""eliteRemix"": ""+12% hp, +10% damage, +1 mechanic layer, +1 tactical AI priority."", ""endgame"": ""Dynamic scaling is capped at player effective level +8; adds mechanics before raw hp."", ""levelFormula"": ""hp = baseHp * (1 + 0.045 * missionLevel); damage = baseDamage * (1 + 0.035 * missionLevel), capped by tier budget""}","Harder solo tuning: Minor SWARMER pressures one active deity through behavior first, stats second; threatWeight 1.0 controls encounter budgets.",""
"MG-CREATURE-029","Mirror-Lake Onryo","MG-FACTION-004","","False","[""faction-run-in"", ""kami"", ""debuffer"", ""cross-faction-event""]","{""levelBand"": [10, 85], ""hp"": 88, ""damage"": 16, ""range"": 3, ""armor"": 7, ""resistance"": 8, ""movement"": 4, ""initiative"": 48, ""accuracy"": 78, ""evasion"": 8, ""guardBreak"": 10, ""threatWeight"": 2.0, ""xpValue"": 30}","{""campaign"": ""Fixed mission bands; older cross-faction run-ins become easier as Divine Level and gear rise."", ""eliteRemix"": ""+10% damage, +1 tactical mechanic, not raw health sponge tuning."", ""endgame"": ""Adds role synergy and objective pressure before raw hp increases."", ""levelFormula"": ""hp and damage scale by mission band and device performance caps; mechanics are preferred over inflated health pools.""}","Cross-faction DEBUFFER run-in tuned for one deity vs many; lore pressure and role synergy first, raw stats second.","{""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""forbidden"": ""Do not use as a generic monster; keep faction law, materials, motives, and silhouette intact.""}"
"MG-CREATURE-030","Storm Komainu Counter","MG-FACTION-004","","False","[""faction-run-in"", ""kami"", ""defender"", ""cross-faction-event""]","{""levelBand"": [25, 100], ""hp"": 126, ""damage"": 22, ""range"": 1, ""armor"": 7, ""resistance"": 5, ""movement"": 3, ""initiative"": 48, ""accuracy"": 78, ""evasion"": 8, ""guardBreak"": 10, ""threatWeight"": 3.0, ""xpValue"": 46}","{""campaign"": ""Fixed mission bands; older cross-faction run-ins become easier as Divine Level and gear rise."", ""eliteRemix"": ""+10% damage, +1 tactical mechanic, not raw health sponge tuning."", ""endgame"": ""Adds role synergy and objective pressure before raw hp increases."", ""levelFormula"": ""hp and damage scale by mission band and device performance caps; mechanics are preferred over inflated health pools.""}","Cross-faction DEFENDER run-in tuned for one deity vs many; lore pressure and role synergy first, raw stats second.","{""homeFactionId"": ""MG-FACTION-004"", ""homeFactionName"": ""Kami"", ""sourceCultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""forbidden"": ""Do not use as a generic monster; keep faction law, materials, motives, and silhouette intact.""}"
"MG-CREATURE-031","Avalora Moon-Grove Stagwarden","MG-FACTION-005","","False","[""faction-run-in"", ""tuatha"", ""ranged"", ""cross-faction-event""]","{""levelBand"": [10, 85], ""hp"": 88, ""damage"": 16, ""range"": 3, ""armor"": 5, ""resistance"": 5, ""movement"": 4, ""initiative"": 48, ""accuracy"": 78, ""evasion"": 8, ""guardBreak"": 10, ""threatWeight"": 2.0, ""xpValue"": 30}","{""campaign"": ""Fixed mission bands; older cross-faction run-ins become easier as Divine Level and gear rise."", ""eliteRemix"": ""+10% damage, +1 tactical mechanic, not raw health sponge tuning."", ""endgame"": ""Adds role synergy and objective pressure before raw hp increases."", ""levelFormula"": ""hp and damage scale by mission band and device performance caps; mechanics are preferred over inflated health pools.""}","Cross-faction RANGED run-in tuned for one deity vs many; lore pressure and role synergy first, raw stats second.","{""homeFactionId"": ""MG-FACTION-005"", ""homeFactionName"": ""Tuatha"", ""sourceCultureRule"": ""source culture humans later copied as Celtic and Irish fae myth"", ""forbidden"": ""Do not use as a generic monster; keep faction law, materials, motives, and silhouette intact.""}"
"MG-CREATURE-032","Bog Sidhe Hexer","MG-FACTION-005","","False","[""faction-run-in"", ""tuatha"", ""support"", ""cross-faction-event""]","{""levelBand"": [10, 85], ""hp"": 88, ""damage"": 16, ""range"": 3, ""armor"": 7, ""resistance"": 8, ""movement"": 4, ""initiative"": 48, ""accuracy"": 78, ""evasion"": 8, ""guardBreak"": 10, ""threatWeight"": 2.0, ""xpValue"": 30}","{""campaign"": ""Fixed mission bands; older cross-faction run-ins become easier as Divine Level and gear rise."", ""eliteRemix"": ""+10% damage, +1 tactical mechanic, not raw health sponge tuning."", ""endgame"": ""Adds role synergy and objective pressure before raw hp increases."", ""levelFormula"": ""hp and damage scale by mission band and device performance caps; mechanics are preferred over inflated health pools.""}","Cross-faction SUPPORT run-in tuned for one deity vs many; lore pressure and role synergy first, raw stats second.","{""homeFactionId"": ""MG-FACTION-005"", ""homeFactionName"": ""Tuatha"", ""sourceCultureRule"": ""source culture humans later copied as Celtic and Irish fae myth"", ""forbidden"": ""Do not use as a generic monster; keep faction law, materials, motives, and silhouette intact.""}"
"MG-CREATURE-033","Ancient Root Ogre","MG-FACTION-005","","False","[""faction-run-in"", ""tuatha"", ""brute"", ""cross-faction-event""]","{""levelBand"": [25, 100], ""hp"": 126, ""damage"": 22, ""range"": 1, ""armor"": 7, ""resistance"": 5, ""movement"": 3, ""initiative"": 48, ""accuracy"": 78, ""evasion"": 8, ""guardBreak"": 14, ""threatWeight"": 3.0, ""xpValue"": 46}","{""campaign"": ""Fixed mission bands; older cross-faction run-ins become easier as Divine Level and gear rise."", ""eliteRemix"": ""+10% damage, +1 tactical mechanic, not raw health sponge tuning."", ""endgame"": ""Adds role synergy and objective pressure before raw hp increases."", ""levelFormula"": ""hp and damage scale by mission band and device performance caps; mechanics are preferred over inflated health pools.""}","Cross-faction BRUTE run-in tuned for one deity vs many; lore pressure and role synergy first, raw stats second.","{""homeFactionId"": ""MG-FACTION-005"", ""homeFactionName"": ""Tuatha"", ""sourceCultureRule"": ""source culture humans later copied as Celtic and Irish fae myth"", ""forbidden"": ""Do not use as a generic monster; keep faction law, materials, motives, and silhouette intact.""}"
"MG-CREATURE-034","Empyrean Radiant Censor","MG-FACTION-006","","False","[""faction-run-in"", ""empyrean"", ""ranged"", ""cross-faction-event""]","{""levelBand"": [10, 85], ""hp"": 88, ""damage"": 16, ""range"": 3, ""armor"": 5, ""resistance"": 5, ""movement"": 4, ""initiative"": 48, ""accuracy"": 78, ""evasion"": 8, ""guardBreak"": 10, ""threatWeight"": 2.0, ""xpValue"": 30}","{""campaign"": ""Fixed mission bands; older cross-faction run-ins become easier as Divine Level and gear rise."", ""eliteRemix"": ""+10% damage, +1 tactical mechanic, not raw health sponge tuning."", ""endgame"": ""Adds role synergy and objective pressure before raw hp increases."", ""levelFormula"": ""hp and damage scale by mission band and device performance caps; mechanics are preferred over inflated health pools.""}","Cross-faction RANGED run-in tuned for one deity vs many; lore pressure and role synergy first, raw stats second.","{""homeFactionId"": ""MG-FACTION-006"", ""homeFactionName"": ""Empyrean"", ""sourceCultureRule"": ""source culture humans later copied as angelic and heavenly lore"", ""forbidden"": ""Do not use as a generic monster; keep faction law, materials, motives, and silhouette intact.""}"
"MG-CREATURE-035","Throne-Spear Adjudicator","MG-FACTION-006","","False","[""faction-run-in"", ""empyrean"", ""melee"", ""cross-faction-event""]","{""levelBand"": [25, 100], ""hp"": 126, ""damage"": 22, ""range"": 1, ""armor"": 7, ""resistance"": 5, ""movement"": 4, ""initiative"": 48, ""accuracy"": 78, ""evasion"": 8, ""guardBreak"": 10, ""threatWeight"": 3.0, ""xpValue"": 46}","{""campaign"": ""Fixed mission bands; older cross-faction run-ins become easier as Divine Level and gear rise."", ""eliteRemix"": ""+10% damage, +1 tactical mechanic, not raw health sponge tuning."", ""endgame"": ""Adds role synergy and objective pressure before raw hp increases."", ""levelFormula"": ""hp and damage scale by mission band and device performance caps; mechanics are preferred over inflated health pools.""}","Cross-faction MELEE run-in tuned for one deity vs many; lore pressure and role synergy first, raw stats second.","{""homeFactionId"": ""MG-FACTION-006"", ""homeFactionName"": ""Empyrean"", ""sourceCultureRule"": ""source culture humans later copied as angelic and heavenly lore"", ""forbidden"": ""Do not use as a generic monster; keep faction law, materials, motives, and silhouette intact.""}"
"MG-CREATURE-036","Seraphic Bastion Servitor","MG-FACTION-006","","False","[""faction-run-in"", ""empyrean"", ""defender"", ""cross-faction-event""]","{""levelBand"": [10, 85], ""hp"": 88, ""damage"": 16, ""range"": 1, ""armor"": 7, ""resistance"": 5, ""movement"": 3, ""initiative"": 48, ""accuracy"": 78, ""evasion"": 8, ""guardBreak"": 10, ""threatWeight"": 2.0, ""xpValue"": 30}","{""campaign"": ""Fixed mission bands; older cross-faction run-ins become easier as Divine Level and gear rise."", ""eliteRemix"": ""+10% damage, +1 tactical mechanic, not raw health sponge tuning."", ""endgame"": ""Adds role synergy and objective pressure before raw hp increases."", ""levelFormula"": ""hp and damage scale by mission band and device performance caps; mechanics are preferred over inflated health pools.""}","Cross-faction DEFENDER run-in tuned for one deity vs many; lore pressure and role synergy first, raw stats second.","{""homeFactionId"": ""MG-FACTION-006"", ""homeFactionName"": ""Empyrean"", ""sourceCultureRule"": ""source culture humans later copied as angelic and heavenly lore"", ""forbidden"": ""Do not use as a generic monster; keep faction law, materials, motives, and silhouette intact.""}"
"MG-CREATURE-037","Infernal Cinder-Chain Bailiff","MG-FACTION-007","","False","[""faction-run-in"", ""infernal-dominion"", ""control"", ""cross-faction-event""]","{""levelBand"": [10, 85], ""hp"": 88, ""damage"": 16, ""range"": 3, ""armor"": 7, ""resistance"": 8, ""movement"": 4, ""initiative"": 48, ""accuracy"": 78, ""evasion"": 8, ""guardBreak"": 10, ""threatWeight"": 2.0, ""xpValue"": 30}","{""campaign"": ""Fixed mission bands; older cross-faction run-ins become easier as Divine Level and gear rise."", ""eliteRemix"": ""+10% damage, +1 tactical mechanic, not raw health sponge tuning."", ""endgame"": ""Adds role synergy and objective pressure before raw hp increases."", ""levelFormula"": ""hp and damage scale by mission band and device performance caps; mechanics are preferred over inflated health pools.""}","Cross-faction CONTROL run-in tuned for one deity vs many; lore pressure and role synergy first, raw stats second.","{""homeFactionId"": ""MG-FACTION-007"", ""homeFactionName"": ""Infernal Dominion"", ""sourceCultureRule"": ""source culture humans later copied as hell, demonology, and infernal contract lore"", ""forbidden"": ""Do not use as a generic monster; keep faction law, materials, motives, and silhouette intact.""}"
"MG-CREATURE-038","Brass Hellhound Packfiend","MG-FACTION-007","","False","[""faction-run-in"", ""infernal-dominion"", ""fast"", ""cross-faction-event""]","{""levelBand"": [10, 85], ""hp"": 88, ""damage"": 16, ""range"": 1, ""armor"": 5, ""resistance"": 5, ""movement"": 5, ""initiative"": 56, ""accuracy"": 78, ""evasion"": 13, ""guardBreak"": 10, ""threatWeight"": 2.0, ""xpValue"": 30}","{""campaign"": ""Fixed mission bands; older cross-faction run-ins become easier as Divine Level and gear rise."", ""eliteRemix"": ""+10% damage, +1 tactical mechanic, not raw health sponge tuning."", ""endgame"": ""Adds role synergy and objective pressure before raw hp increases."", ""levelFormula"": ""hp and damage scale by mission band and device performance caps; mechanics are preferred over inflated health pools.""}","Cross-faction FAST run-in tuned for one deity vs many; lore pressure and role synergy first, raw stats second.","{""homeFactionId"": ""MG-FACTION-007"", ""homeFactionName"": ""Infernal Dominion"", ""sourceCultureRule"": ""source culture humans later copied as hell, demonology, and infernal contract lore"", ""forbidden"": ""Do not use as a generic monster; keep faction law, materials, motives, and silhouette intact.""}"
"MG-CREATURE-039","Black Iron Executor","MG-FACTION-007","","False","[""faction-run-in"", ""infernal-dominion"", ""elite"", ""cross-faction-event""]","{""levelBand"": [25, 100], ""hp"": 126, ""damage"": 22, ""range"": 1, ""armor"": 7, ""resistance"": 5, ""movement"": 4, ""initiative"": 48, ""accuracy"": 78, ""evasion"": 8, ""guardBreak"": 14, ""threatWeight"": 3.0, ""xpValue"": 46}","{""campaign"": ""Fixed mission bands; older cross-faction run-ins become easier as Divine Level and gear rise."", ""eliteRemix"": ""+10% damage, +1 tactical mechanic, not raw health sponge tuning."", ""endgame"": ""Adds role synergy and objective pressure before raw hp increases."", ""levelFormula"": ""hp and damage scale by mission band and device performance caps; mechanics are preferred over inflated health pools.""}","Cross-faction ELITE run-in tuned for one deity vs many; lore pressure and role synergy first, raw stats second.","{""homeFactionId"": ""MG-FACTION-007"", ""homeFactionName"": ""Infernal Dominion"", ""sourceCultureRule"": ""source culture humans later copied as hell, demonology, and infernal contract lore"", ""forbidden"": ""Do not use as a generic monster; keep faction law, materials, motives, and silhouette intact.""}"
